"","n_sim","fleet","area","year","species","obs_value","cv","pred_value","res","nll"
"1117","7",2,1,25,"Atlantic_herring",8389.24,0.05,5253.67,0.468023,50.767
"1118","7",2,1,26,"Atlantic_herring",11526.8,0.05,9618.96,0.180942,13.8237
"1119","7",2,1,27,"Atlantic_herring",10244.6,0.05,6934.96,0.390179,37.6056
"1120","7",2,1,28,"Atlantic_herring",8668.63,0.05,8179.81,0.0580422,7.66445
"1121","7",2,1,29,"Atlantic_herring",9370.9,0.05,7685.75,0.198242,14.9285
"1122","7",2,1,30,"Atlantic_herring",7562.74,0.05,6400.39,0.166874,12.4236
"1123","7",2,1,31,"Atlantic_herring",7773.86,0.05,6911.1,0.117638,9.64946
"1124","7",2,1,32,"Atlantic_herring",16598.9,0.05,16589,0.000594897,7.64037
"1125","7",2,1,33,"Atlantic_herring",9067.07,0.05,6823.17,0.284325,23.2037
"1126","7",2,1,34,"Atlantic_herring",16901.9,0.05,13936.5,0.192916,15.1017
"1127","7",2,1,35,"Atlantic_herring",17425.9,0.05,13025,0.291093,24.6359
"1128","7",2,1,36,"Atlantic_herring",17986.7,0.05,14409.8,0.221724,17.5529
"1129","7",2,1,37,"Atlantic_herring",17959,0.05,15905.7,0.121411,10.6672
"1130","7",2,1,38,"Atlantic_herring",16928.3,0.05,14519.9,0.15347,12.3705
"1131","7",2,1,39,"Atlantic_herring",9350.76,0.05,8688.81,0.0734211,8.14455
"1132","7",2,1,40,"Atlantic_herring",6439.68,0.05,5058,0.241508,18.3587
"1133","7",2,1,41,"Atlantic_herring",5084.45,0.05,4792.52,0.0591308,7.15644
"1134","7",2,1,42,"Atlantic_herring",1328.24,0.05,1510.13,-0.128338,8.40896
"1135","7",2,1,1,"Atlantic_mackerel",449.243,0.05,443.401,0.01309,4.06504
"1136","7",2,1,2,"Atlantic_mackerel",272.56,0.05,274.454,-0.0069245,3.54065
"1137","7",2,1,3,"Atlantic_mackerel",350.377,0.05,351.719,-0.00382318,3.78514
"1138","7",2,1,4,"Atlantic_mackerel",399.33,0.05,400.022,-0.00173151,3.91359
"1139","7",2,1,5,"Atlantic_mackerel",2806.18,0.05,2839.58,-0.011831,5.89078
"1140","7",2,1,6,"Atlantic_mackerel",3527.27,0.05,3539.46,-0.00345086,6.09387
"1141","7",2,1,7,"Atlantic_mackerel",2579.84,0.05,2575.7,0.00160616,5.77921
"1142","7",2,1,8,"Atlantic_mackerel",2323.02,0.05,2224.63,0.0432813,6.04849
"1143","7",2,1,9,"Atlantic_mackerel",3127.82,0.05,3102.57,0.00810542,5.98444
"1144","7",2,1,10,"Atlantic_mackerel",2370.16,0.05,2422.91,-0.0220119,5.79082
"1145","7",2,1,11,"Atlantic_mackerel",3091.72,0.05,3134,-0.013585,5.9966
"1146","7",2,1,12,"Atlantic_mackerel",569.547,0.05,532.543,0.067177,5.1706
"1147","7",2,1,13,"Atlantic_mackerel",2437.53,0.05,2171.31,0.115652,8.39704
"1148","7",2,1,14,"Atlantic_mackerel",1367.86,0.05,1382.14,-0.0103835,5.16577
"1149","7",2,1,15,"Atlantic_mackerel",966.467,0.05,814.077,0.171592,10.6857
"1150","7",2,1,16,"Atlantic_mackerel",1025.75,0.05,1085.2,-0.0563371,5.49116
"1151","7",2,1,17,"Atlantic_mackerel",13421.2,0.05,9578.75,0.337287,30.1803
"1152","7",2,1,18,"Atlantic_mackerel",988.635,0.05,987.511,0.00113794,4.81979
"1153","7",2,1,19,"Atlantic_mackerel",876.976,0.05,860.351,0.0191392,4.77295
"1154","7",2,1,20,"Atlantic_mackerel",724.645,0.05,647.488,0.112581,7.04379
"1155","7",2,1,21,"Atlantic_mackerel",513.741,0.05,588.902,-0.136542,7.89366
"1156","7",2,1,22,"Atlantic_mackerel",2041.53,0.05,1823.9,0.112723,8.08594
"1157","7",2,1,23,"Atlantic_mackerel",910.814,0.05,898.515,0.0135954,4.77451
"1158","7",2,1,24,"Atlantic_mackerel",292.766,0.05,352.454,-0.185546,10.488
"1159","7",2,1,25,"Atlantic_mackerel",996.243,0.05,1060.97,-0.0629458,5.61963
"1160","7",2,1,26,"Atlantic_mackerel",2012.02,0.05,2040.58,-0.014097,5.56984
"1161","7",2,1,27,"Atlantic_mackerel",2216.94,0.05,1996.5,0.104732,7.82085
"1162","7",2,1,28,"Atlantic_mackerel",658.014,0.05,663.828,-0.0087969,4.42791
"1163","7",2,1,29,"Atlantic_mackerel",1601.37,0.05,1659.03,-0.0353741,5.55209
"1164","7",2,1,30,"Atlantic_mackerel",2053.03,0.05,1946.42,0.0533249,6.11899
"1165","7",2,1,31,"Atlantic_mackerel",1564.08,0.05,1557.69,0.00408959,5.2816
"1166","7",2,1,32,"Atlantic_mackerel",652.128,0.05,632.803,0.0300814,4.58443
"1167","7",2,1,33,"Atlantic_mackerel",173.46,0.05,193.634,-0.110025,5.50025
"1168","7",2,1,34,"Atlantic_mackerel",132.267,0.05,130.843,0.0108258,2.83147
"1169","7",2,1,35,"Atlantic_mackerel",138.454,0.05,145.041,-0.0464797,3.28581
"1170","7",2,1,36,"Atlantic_mackerel",2117.25,0.05,2103.46,0.00653396,5.58962
"1171","7",2,1,37,"Atlantic_mackerel",2184.97,0.05,2080.1,0.0491858,6.09641
"1172","7",2,1,38,"Atlantic_mackerel",1061.55,0.05,1176.5,-0.102811,7.0047
"1173","7",2,1,39,"Atlantic_mackerel",1055.49,0.05,1061.83,-0.00599223,4.89215
"1174","7",2,1,40,"Atlantic_mackerel",1475.88,0.05,1446.13,0.0203674,5.30318
"1175","7",2,1,41,"Atlantic_mackerel",17791.5,0.05,15714.4,0.124145,10.7921
"1176","7",2,1,42,"Atlantic_mackerel",18836.4,0.05,16425.7,0.136942,11.5173
"1177","8",1,1,1,"Atlantic_cod",17791.5,0.05,16442.8,0.0788323,8.95259
"1178","8",1,1,2,"Atlantic_cod",18836.4,0.05,17912.1,0.0503154,8.27308
"1179","8",1,1,3,"Atlantic_cod",22062.1,0.05,20437.5,0.0764898,9.09496
"1180","8",1,1,4,"Atlantic_cod",19562.9,0.05,18752.1,0.0423337,8.16303
"1181","8",1,1,5,"Atlantic_cod",29134.1,0.05,27102.1,0.0722992,9.24831
"1182","8",1,1,6,"Atlantic_cod",21516,0.05,19723.2,0.0869992,9.41353
"1183","8",1,1,7,"Atlantic_cod",15013,0.05,14435.4,0.0392314,7.8477
"1184","8",1,1,8,"Atlantic_cod",16960.2,0.05,14463.6,0.159233,12.7329
"1185","8",1,1,9,"Atlantic_cod",15005,0.05,13397.1,0.113343,10.1087
"1186","8",1,1,10,"Atlantic_cod",18171.5,0.05,16570.8,0.092216,9.43158
"1187","8",1,1,11,"Atlantic_cod",19922.5,0.05,16675.9,0.177888,14.1516
"1188","8",1,1,12,"Atlantic_cod",16950,0.05,15442.6,0.093143,9.39636
"1189","8",1,1,13,"Atlantic_cod",19148,0.05,14546.2,0.27487,22.8938
"1190","8",1,1,14,"Atlantic_cod",16185,0.05,11432.5,0.347626,31.7838
"1191","8",1,1,15,"Atlantic_cod",12772.7,0.05,8572.21,0.398782,39.1837
"1192","8",1,1,16,"Atlantic_cod",7632.22,0.05,3835.75,0.688014,101.536
"1193","8",1,1,17,"Atlantic_cod",6914.28,0.05,5937.58,0.152288,11.4028
"1194","8",1,1,18,"Atlantic_cod",5138.92,0.05,4685.57,0.092354,8.17366
"1195","8",1,1,19,"Atlantic_cod",4214.52,0.05,2661.53,0.459634,48.5221
"1196","8",1,1,20,"Atlantic_cod",5046.51,0.05,4147.27,0.196247,14.1523
"1197","8",1,1,21,"Atlantic_cod",4646.57,0.05,3711.69,0.224643,16.46
"1198","8",1,1,22,"Atlantic_cod",4982.14,0.05,4031.77,0.211654,15.3963
"1199","8",1,1,23,"Atlantic_cod",4803.05,0.05,3665.39,0.270317,21.0144
"1200","8",1,1,24,"Atlantic_cod",6150.22,0.05,4972.11,0.212643,15.6909
"1201","8",1,1,25,"Atlantic_cod",5183.53,0.05,3365.27,0.431977,43.7972
"1202","8",1,1,26,"Atlantic_cod",5392.28,0.05,4149.91,0.261883,20.2325
"1203","8",1,1,27,"Atlantic_cod",2445.78,0.05,1885.98,0.259916,19.2366
"1204","8",1,1,28,"Atlantic_cod",1898.67,0.05,1736.11,0.0895113,7.07457
"1205","8",1,1,29,"Atlantic_cod",2382.85,0.05,2073.21,0.139202,9.57472
"1206","8",1,1,30,"Atlantic_cod",3788.83,0.05,3617.61,0.0462462,6.59076
"1207","8",1,1,31,"Atlantic_cod",4704.18,0.05,4519.02,0.040158,6.70195
"1208","8",1,1,32,"Atlantic_cod",3660.48,0.05,3415.18,0.0693628,7.0908
"1209","8",1,1,33,"Atlantic_cod",2128.77,0.05,1933.47,0.096229,7.43851
"1210","8",1,1,34,"Atlantic_cod",1830.92,0.05,1460.32,0.226165,15.6659
"1211","8",1,1,35,"Atlantic_cod",1247.11,0.05,1080.76,0.143163,9.1509
"1212","8",1,1,36,"Atlantic_cod",692.331,0.05,694.29,-0.00282602,4.46487
"1213","8",1,1,37,"Atlantic_cod",1066.29,0.05,1099.89,-0.0310275,5.08768
"1214","8",1,1,38,"Atlantic_cod",1011.49,0.05,891.438,0.126348,8.03515
"1215","8",1,1,39,"Atlantic_cod",910.102,0.05,943.363,-0.0358948,4.99445
"1216","8",1,1,40,"Atlantic_cod",641.042,0.05,710.755,-0.103232,6.51766
"1217","8",1,1,41,"Atlantic_cod",591.044,0.05,453.836,0.264155,18.2607
"1218","8",1,1,42,"Atlantic_cod",371.062,0.05,357.393,0.0375339,4.12133
"1219","8",1,1,1,"Spiny_dogfish",5881.23,0.05,6322.5,-0.0723486,7.64959
"1220","8",1,1,2,"Spiny_dogfish",4587.81,0.05,4628.93,-0.00892209,6.37029
"1221","8",1,1,3,"Spiny_dogfish",6821.73,0.05,6948.75,-0.0184493,6.81915
"1222","8",1,1,4,"Spiny_dogfish",6655.69,0.05,6800.76,-0.0215613,6.81941
"1223","8",1,1,5,"Spiny_dogfish",8136.58,0.05,8438.37,-0.0364188,7.1926
"1224","8",1,1,6,"Spiny_dogfish",8121.31,0.05,8116.61,0.000579322,6.92552
"1225","8",1,1,7,"Spiny_dogfish",6061.62,0.05,5658.5,0.0688186,7.58014
"1226","8",1,1,8,"Spiny_dogfish",5758.87,0.05,4211.67,0.312883,26.1608
"1227","8",1,1,9,"Spiny_dogfish",6369.73,0.05,6328.44,0.00650325,6.69098
"1228","8",1,1,10,"Spiny_dogfish",6848.68,0.05,6805.61,0.0063081,6.76298
"1229","8",1,1,11,"Spiny_dogfish",7932.31,0.05,6797.03,0.154459,11.6734
"1230","8",1,1,12,"Spiny_dogfish",10224.5,0.05,8963.13,0.131668,10.623
"1231","8",1,1,13,"Spiny_dogfish",12244.4,0.05,8754.27,0.335524,29.8512
"1232","8",1,1,14,"Spiny_dogfish",13697.1,0.05,10763,0.241065,19.0706
"1233","8",1,1,15,"Spiny_dogfish",7699.77,0.05,4751.66,0.482697,53.4714
"1234","8",1,1,16,"Spiny_dogfish",5666.06,0.05,4046.49,0.336644,29.2313
"1235","8",1,1,17,"Spiny_dogfish",14390.6,0.05,12672.1,0.127178,10.7324
"1236","8",1,1,18,"Spiny_dogfish",5141.15,0.05,3283.24,0.448447,46.6891
"1237","8",1,1,19,"Spiny_dogfish",5947.46,0.05,3445.66,0.54585,66.2045
"1238","8",1,1,20,"Spiny_dogfish",10489.8,0.05,8143.3,0.253207,20.0042
"1239","8",1,1,21,"Spiny_dogfish",4854.33,0.05,3831.69,0.236565,17.6035
"1240","8",1,1,22,"Spiny_dogfish",4802,0.05,4030.72,0.175086,12.531
"1241","8",1,1,23,"Spiny_dogfish",7720.75,0.05,6136.26,0.229697,17.427
"1242","8",1,1,24,"Spiny_dogfish",7524.63,0.05,5657.61,0.28518,23.1147
"1243","8",1,1,25,"Spiny_dogfish",6109.74,0.05,4085.51,0.402438,39.0322
"1244","8",1,1,26,"Spiny_dogfish",4996.81,0.05,4250.98,0.161649,11.6658
"1245","8",1,1,27,"Spiny_dogfish",3380.89,0.05,2637.68,0.24824,18.3738
"1246","8",1,1,28,"Spiny_dogfish",1891.68,0.05,1701.81,0.105775,7.70608
"1247","8",1,1,29,"Spiny_dogfish",5371.74,0.05,4859.48,0.100219,8.52089
"1248","8",1,1,30,"Spiny_dogfish",3400.24,0.05,3267.78,0.039737,6.37061
"1249","8",1,1,31,"Spiny_dogfish",2118.77,0.05,1913.95,0.101669,7.64911
"1250","8",1,1,32,"Spiny_dogfish",3902.03,0.05,3728.19,0.0455743,6.60786
"1251","8",1,1,33,"Spiny_dogfish",2854.56,0.05,2468.98,0.145111,10.0913
"1252","8",1,1,34,"Spiny_dogfish",3449.87,0.05,2924.27,0.165291,11.5335
"1253","8",1,1,35,"Spiny_dogfish",3892.71,0.05,3310.8,0.161917,11.4335
"1254","8",1,1,36,"Spiny_dogfish",2997.08,0.05,2568.8,0.154199,10.6841
"1255","8",1,1,37,"Spiny_dogfish",5098.29,0.05,4646.86,0.092714,8.17904
"1256","8",1,1,38,"Spiny_dogfish",4632.22,0.05,4970.62,-0.0705077,7.35827
"1257","8",1,1,39,"Spiny_dogfish",5589.48,0.05,4655.1,0.182921,13.2439
"1258","8",1,1,40,"Spiny_dogfish",4111.65,0.05,2757.71,0.399426,38.153
"1259","8",1,1,41,"Spiny_dogfish",3325.01,0.05,3159.16,0.0511651,6.55601
"1260","8",1,1,42,"Spiny_dogfish",2254.89,0.05,1772.41,0.240759,17.2371
"1261","8",2,1,1,"Atlantic_herring",1457.12,0.05,1414.52,0.0296751,5.38355
"1262","8",2,1,2,"Atlantic_herring",763.547,0.05,752.497,0.0145771,4.60368
"1263","8",2,1,3,"Atlantic_herring",1364.77,0.05,1427.3,-0.0447949,5.54327
"1264","8",2,1,4,"Atlantic_herring",866.211,0.05,848.781,0.0203271,4.76997
"1265","8",2,1,5,"Atlantic_herring",1251.12,0.05,1225.26,0.0208816,5.14221
"1266","8",2,1,6,"Atlantic_herring",1138.69,0.05,1124.95,0.0121357,4.99029
"1267","8",2,1,7,"Atlantic_herring",738.036,0.05,744.068,-0.00814033,4.54045
"1268","8",2,1,8,"Atlantic_herring",929.462,0.05,854.049,0.0846171,6.18982
"1269","8",2,1,9,"Atlantic_herring",891.565,0.05,861.155,0.0347039,4.95706
"1270","8",2,1,10,"Atlantic_herring",838.856,0.05,821.97,0.0203359,4.73796
"1271","8",2,1,11,"Atlantic_herring",1068.27,0.05,1038.28,0.0284729,5.05914
"1272","8",2,1,12,"Atlantic_herring",994.418,0.05,1032.44,-0.0375187,5.10689
"1273","8",2,1,13,"Atlantic_herring",3250.74,0.05,3376.43,-0.0379351,6.29766
"1274","8",2,1,14,"Atlantic_herring",1598.5,0.05,1457.84,0.0921096,6.99686
"1275","8",2,1,15,"Atlantic_herring",1106.95,0.05,1218.58,-0.0960783,6.77878
"1276","8",2,1,16,"Atlantic_herring",2312.26,0.05,1897.44,0.197719,13.4877
"1277","8",2,1,17,"Atlantic_herring",2051.02,0.05,2113.56,-0.0300364,5.72974
"1278","8",2,1,18,"Atlantic_herring",32.3615,0.05,31.133,0.038703,1.69976
"1279","8",2,1,19,"Atlantic_herring",3175.94,0.05,2677.73,0.170634,11.8097
"1280","8",2,1,20,"Atlantic_herring",5379.12,0.05,4800.93,0.113715,9.09972
"1281","8",2,1,21,"Atlantic_herring",11775.8,0.05,9078.69,0.260117,20.8292
"1282","8",2,1,22,"Atlantic_herring",13410.4,0.05,12163.4,0.0975937,9.3319
"1283","8",2,1,23,"Atlantic_herring",9276.55,0.05,7626.68,0.195837,14.7289
"1284","8",2,1,24,"Atlantic_herring",17737.8,0.05,11376,0.444197,47.1689
"1285","8",2,1,25,"Atlantic_herring",8389.25,0.05,5184.23,0.481329,53.2935
"1286","8",2,1,26,"Atlantic_herring",11526.9,0.05,9220.28,0.223279,17.2463
"1287","8",2,1,27,"Atlantic_herring",10244.6,0.05,6564.58,0.445065,46.7742
"1288","8",2,1,28,"Atlantic_herring",8668.65,0.05,8099.37,0.0679268,7.91348
"1289","8",2,1,29,"Atlantic_herring",9370.91,0.05,7654.23,0.202351,15.2578
"1290","8",2,1,30,"Atlantic_herring",7562.72,0.05,6015.03,0.22897,17.3396
"1291","8",2,1,31,"Atlantic_herring",7773.77,0.05,7060.34,0.096262,8.73499
"1292","8",2,1,32,"Atlantic_herring",16598.9,0.05,17015.3,-0.0247769,7.76308
"1293","8",2,1,33,"Atlantic_herring",9067.08,0.05,6642.55,0.311154,26.3989
"1294","8",2,1,34,"Atlantic_herring",16901.9,0.05,13198.7,0.247312,19.8911
"1295","8",2,1,35,"Atlantic_herring",17426,0.05,12731.1,0.313912,27.3971
"1296","8",2,1,36,"Atlantic_herring",17986.7,0.05,14365.2,0.224825,17.8299
"1297","8",2,1,37,"Atlantic_herring",17959,0.05,15493.7,0.147657,12.0796
"1298","8",2,1,38,"Atlantic_herring",16928.3,0.05,14494.5,0.155223,12.4788
"1299","8",2,1,39,"Atlantic_herring",9350.75,0.05,9303.75,0.00503882,7.0715
"1300","8",2,1,40,"Atlantic_herring",6439.64,0.05,4834.75,0.286643,23.1263
"1301","8",2,1,41,"Atlantic_herring",5084.43,0.05,4849.5,0.0473081,6.90476
"1302","8",2,1,42,"Atlantic_herring",1328.13,0.05,1489.08,-0.114384,7.73148
"1303","8",2,1,1,"Atlantic_mackerel",449.272,0.05,466.234,-0.0370589,4.30551
"1304","8",2,1,2,"Atlantic_mackerel",272.587,0.05,277.75,-0.0187618,3.60157
"1305","8",2,1,3,"Atlantic_mackerel",350.44,0.05,334.245,0.0473153,4.23014
"1306","8",2,1,4,"Atlantic_mackerel",399.139,0.05,405.317,-0.0153594,3.9597
"1307","8",2,1,5,"Atlantic_mackerel",2806.13,0.05,2835.37,-0.0103651,5.88425
"1308","8",2,1,6,"Atlantic_mackerel",3527.31,0.05,3538,-0.00302717,6.09333
"1309","8",2,1,7,"Atlantic_mackerel",2579.9,0.05,2522.43,0.0225295,5.88023
"1310","8",2,1,8,"Atlantic_mackerel",2322.98,0.05,2182.76,0.0622599,6.44907
"1311","8",2,1,9,"Atlantic_mackerel",3127.85,0.05,3113.78,0.0045088,5.97537
"1312","8",2,1,10,"Atlantic_mackerel",2370.22,0.05,2410.12,-0.0166955,5.74969
"1313","8",2,1,11,"Atlantic_mackerel",3091.74,0.05,3164.1,-0.0231324,6.06672
"1314","8",2,1,12,"Atlantic_mackerel",569.606,0.05,536.687,0.0595313,4.97695
"1315","8",2,1,13,"Atlantic_mackerel",2437.46,0.05,2137.96,0.131107,9.15974
"1316","8",2,1,14,"Atlantic_mackerel",1367.95,0.05,1369.96,-0.00146951,5.14471
"1317","8",2,1,15,"Atlantic_mackerel",966.511,0.05,792.784,0.198143,12.649
"1318","8",2,1,16,"Atlantic_mackerel",1025.78,0.05,1080.88,-0.0523298,5.40409
"1319","8",2,1,17,"Atlantic_mackerel",13421.2,0.05,9750.25,0.319541,27.849
"1320","8",2,1,18,"Atlantic_mackerel",988.685,0.05,968.717,0.0204035,4.90284
"1321","8",2,1,19,"Atlantic_mackerel",876.957,0.05,826.424,0.0593507,5.40417
"1322","8",2,1,20,"Atlantic_mackerel",724.807,0.05,676.13,0.0695193,5.4757
"1323","8",2,1,21,"Atlantic_mackerel",513.808,0.05,562.057,-0.0897532,5.77618
"1324","8",2,1,22,"Atlantic_mackerel",2041.54,0.05,1868.18,0.0887392,7.11959
"1325","8",2,1,23,"Atlantic_mackerel",910.752,0.05,854.549,0.0636967,5.54893
"1326","8",2,1,24,"Atlantic_mackerel",292.729,0.05,360.203,-0.207421,12.2071
"1327","8",2,1,25,"Atlantic_mackerel",996.363,0.05,1064.21,-0.0658793,5.69533
"1328","8",2,1,26,"Atlantic_mackerel",2011.81,0.05,1989.23,0.0112837,5.55546
"1329","8",2,1,27,"Atlantic_mackerel",2216.98,0.05,2019.97,0.0930613,7.35919
"1330","8",2,1,28,"Atlantic_mackerel",657.995,0.05,658.114,-0.00018116,4.41241
"1331","8",2,1,29,"Atlantic_mackerel",1601.34,0.05,1646.18,-0.0276155,5.45432
"1332","8",2,1,30,"Atlantic_mackerel",2052.99,0.05,2082.38,-0.0142137,5.59066
"1333","8",2,1,31,"Atlantic_mackerel",1564.03,0.05,1501.12,0.0410531,5.6153
"1334","8",2,1,32,"Atlantic_mackerel",652.026,0.05,594.207,0.0928564,6.12775
"1335","8",2,1,33,"Atlantic_mackerel",173.414,0.05,194.005,-0.112202,5.59674
"1336","8",2,1,34,"Atlantic_mackerel",132.258,0.05,133.794,-0.0115501,2.83464
"1337","8",2,1,35,"Atlantic_mackerel",138.424,0.05,144.178,-0.0407222,3.18519
"1338","8",2,1,36,"Atlantic_mackerel",2117.2,0.05,2101.17,0.00760228,5.59262
"1339","8",2,1,37,"Atlantic_mackerel",2184.95,0.05,2115.59,0.0322583,5.82068
"1340","8",2,1,38,"Atlantic_mackerel",1061.56,0.05,1174.82,-0.101374,6.94604
"1341","8",2,1,39,"Atlantic_mackerel",1055.39,0.05,981.995,0.0720785,5.92393
"1342","8",2,1,40,"Atlantic_mackerel",1475.88,0.05,1503.22,-0.0183553,5.2876
"1343","8",2,1,41,"Atlantic_mackerel",17791.4,0.05,15434,0.142146,11.7508
"1344","8",2,1,42,"Atlantic_mackerel",18836.4,0.05,16547.1,0.129577,11.1248
"1345","9",1,1,1,"Atlantic_cod",17791.4,0.05,16039.3,0.103671,9.85923
"1346","9",1,1,2,"Atlantic_cod",18836.4,0.05,17344.9,0.082492,9.12774
"1347","9",1,1,3,"Atlantic_cod",22062.1,0.05,20491.4,0.0738576,9.01581
"1348","9",1,1,4,"Atlantic_cod",19562.8,0.05,17987.7,0.0839394,9.21376
"1349","9",1,1,5,"Atlantic_cod",29134.1,0.05,27224.2,0.0678029,9.12232
"1350","9",1,1,6,"Atlantic_cod",21516.1,0.05,20598.8,0.0435694,8.27942
"1351","9",1,1,7,"Atlantic_cod",15012.9,0.05,14903.9,0.00729143,7.55051
"1352","9",1,1,8,"Atlantic_cod",16960.3,0.05,14050.4,0.188221,14.7473
"1353","9",1,1,9,"Atlantic_cod",15005,0.05,13496.7,0.105936,9.78383
"1354","9",1,1,10,"Atlantic_cod",18171.7,0.05,16772.9,0.0800975,9.01395
"1355","9",1,1,11,"Atlantic_cod",19922.5,0.05,16784.6,0.171386,13.6975
"1356","9",1,1,12,"Atlantic_cod",16950.1,0.05,15078,0.117039,10.4008
"1357","9",1,1,13,"Atlantic_cod",19148,0.05,14732.8,0.262122,21.5247
"1358","9",1,1,14,"Atlantic_cod",16184.9,0.05,11678.9,0.326292,28.9084
"1359","9",1,1,15,"Atlantic_cod",12772.7,0.05,8756.18,0.377549,35.8869
"1360","9",1,1,16,"Atlantic_cod",7632.13,0.05,3906.75,0.669661,96.5524
"1361","9",1,1,17,"Atlantic_cod",6914.25,0.05,6375.74,0.0810835,8.07945
"1362","9",1,1,18,"Atlantic_cod",5138.94,0.05,4584.4,0.114188,9.0756
"1363","9",1,1,19,"Atlantic_cod",4214.55,0.05,2611,0.478809,52.1211
"1364","9",1,1,20,"Atlantic_cod",5046.47,0.05,4216.01,0.1798,12.9152
"1365","9",1,1,21,"Atlantic_cod",4646.58,0.05,4050.17,0.137372,10.1413
"1366","9",1,1,22,"Atlantic_cod",4982.12,0.05,4038.68,0.209936,15.2515
"1367","9",1,1,23,"Atlantic_cod",4802.95,0.05,3626.72,0.280901,22.1812
"1368","9",1,1,24,"Atlantic_cod",6150.21,0.05,5039.46,0.199187,14.5826
"1369","9",1,1,25,"Atlantic_cod",5183.75,0.05,3437.24,0.410859,40.2376
"1370","9",1,1,26,"Atlantic_cod",5392.28,0.05,4262.26,0.235167,17.5767
"1371","9",1,1,27,"Atlantic_cod",2445.81,0.05,1876.03,0.265217,19.7934
"1372","9",1,1,28,"Atlantic_cod",1898.72,0.05,1741.12,0.0866474,6.97369
"1373","9",1,1,29,"Atlantic_cod",2382.85,0.05,2072.78,0.139407,9.58611
"1374","9",1,1,30,"Atlantic_cod",3788.92,0.05,3670.72,0.031694,6.36394
"1375","9",1,1,31,"Atlantic_cod",4704.31,0.05,4443.53,0.0570299,7.02992
"1376","9",1,1,32,"Atlantic_cod",3660.61,0.05,3319.94,0.0976821,8.03695
"1377","9",1,1,33,"Atlantic_cod",2128.67,0.05,1830.85,0.150718,10.1296
"1378","9",1,1,34,"Atlantic_cod",1830.88,0.05,1583.13,0.14539,9.66339
"1379","9",1,1,35,"Atlantic_cod",1247.24,0.05,1116.84,0.110429,7.4908
"1380","9",1,1,36,"Atlantic_cod",692.357,0.05,676.896,0.0225838,4.56531
"1381","9",1,1,37,"Atlantic_cod",1066.37,0.05,1096.78,-0.0281159,5.05333
"1382","9",1,1,38,"Atlantic_cod",1011.56,0.05,937.419,0.076119,6.00128
"1383","9",1,1,39,"Atlantic_cod",910.076,0.05,951.736,-0.0447587,5.1374
"1384","9",1,1,40,"Atlantic_cod",640.979,0.05,682.053,-0.0621096,5.15772
"1385","9",1,1,41,"Atlantic_cod",591.045,0.05,465.062,0.239722,15.7984
"1386","9",1,1,42,"Atlantic_cod",370.917,0.05,353.425,0.0483052,4.30586
"1387","9",1,1,1,"Spiny_dogfish",5881.19,0.05,6546.71,-0.107203,8.90124
"1388","9",1,1,2,"Spiny_dogfish",4587.76,0.05,4821.92,-0.0497809,6.84998
"1389","9",1,1,3,"Spiny_dogfish",6821.84,0.05,7019.55,-0.0285704,6.91434
"1390","9",1,1,4,"Spiny_dogfish",6655.87,0.05,7136.85,-0.0697727,7.70011
"1391","9",1,1,5,"Spiny_dogfish",8136.46,0.05,8533.88,-0.0476886,7.38216
"1392","9",1,1,6,"Spiny_dogfish",8121.37,0.05,7966.19,0.0192928,6.9999
"1393","9",1,1,7,"Spiny_dogfish",6061.62,0.05,5649.52,0.0704058,7.62433
"1394","9",1,1,8,"Spiny_dogfish",5758.85,0.05,4514.61,0.24342,18.4323
"1395","9",1,1,9,"Spiny_dogfish",6369.68,0.05,6327.18,0.00669417,6.69147
"1396","9",1,1,10,"Spiny_dogfish",6848.58,0.05,6848.19,5.75743e-05,6.755
"1397","9",1,1,11,"Spiny_dogfish",7932.2,0.05,7014.54,0.122944,9.92496
"1398","9",1,1,12,"Spiny_dogfish",10224.5,0.05,8946.61,0.133508,10.7206
"1399","9",1,1,13,"Spiny_dogfish",12244.4,0.05,8724.58,0.338924,30.31
"1400","9",1,1,14,"Spiny_dogfish",13697,0.05,10783.4,0.239172,18.8888
"1401","9",1,1,15,"Spiny_dogfish",7699.67,0.05,4760.96,0.480729,53.0922
"1402","9",1,1,16,"Spiny_dogfish",5666.06,0.05,4089.31,0.326118,27.836
"1403","9",1,1,17,"Spiny_dogfish",14390.6,0.05,11981.2,0.183238,14.2128
"1404","9",1,1,18,"Spiny_dogfish",5141.14,0.05,3382.63,0.418622,41.5171
"1405","9",1,1,19,"Spiny_dogfish",5947.41,0.05,3520.13,0.524459,61.6254
"1406","9",1,1,20,"Spiny_dogfish",10489.8,0.05,8290.1,0.235343,18.2586
"1407","9",1,1,21,"Spiny_dogfish",4854.37,0.05,3766.89,0.253629,19.2764
"1408","9",1,1,22,"Spiny_dogfish",4801.98,0.05,4130.93,0.150527,10.9316
"1409","9",1,1,23,"Spiny_dogfish",7720.73,0.05,6118.27,0.23263,17.6982
"1410","9",1,1,24,"Spiny_dogfish",7524.72,0.05,5696.44,0.278351,22.3451
"1411","9",1,1,25,"Spiny_dogfish",6109.87,0.05,4210.16,0.372404,34.3777
"1412","9",1,1,26,"Spiny_dogfish",4996.75,0.05,4276.34,0.155689,11.2875
"1413","9",1,1,27,"Spiny_dogfish",3380.92,0.05,2668.48,0.236637,17.2486
