"","n_sim","fleet","area","year","species","obs_value","cv","pred_value","res","nll"
"4377","27",1,1,9,"Atlantic_cod",15005,0.05,13815.8,0.0825744,8.90305
"4378","27",1,1,10,"Atlantic_cod",18171.6,0.05,16899.2,0.0725904,8.78469
"4379","27",1,1,11,"Atlantic_cod",19922.6,0.05,16213.5,0.206006,16.3105
"4380","27",1,1,12,"Atlantic_cod",16950,0.05,15016.1,0.121144,10.5964
"4381","27",1,1,13,"Atlantic_cod",19148,0.05,14760.7,0.260228,21.3268
"4382","27",1,1,14,"Atlantic_cod",16185.1,0.05,11524.1,0.339648,30.6872
"4383","27",1,1,15,"Atlantic_cod",12772.7,0.05,8301.9,0.430823,44.5
"4384","27",1,1,16,"Atlantic_cod",7632.22,0.05,3916.56,0.667165,95.8853
"4385","27",1,1,17,"Atlantic_cod",6914.24,0.05,6055.32,0.132647,10.2836
"4386","27",1,1,18,"Atlantic_cod",5139.05,0.05,4569.99,0.117357,9.22238
"4387","27",1,1,19,"Atlantic_cod",4214.54,0.05,2634.66,0.469785,50.409
"4388","27",1,1,20,"Atlantic_cod",5046.52,0.05,4139.83,0.198044,14.2939
"4389","27",1,1,21,"Atlantic_cod",4646.44,0.05,3838.26,0.191082,13.6695
"4390","27",1,1,22,"Atlantic_cod",4982.11,0.05,4052.96,0.206406,14.9575
"4391","27",1,1,23,"Atlantic_cod",4803.06,0.05,3719.71,0.255607,19.4672
"4392","27",1,1,24,"Atlantic_cod",6150.18,0.05,4961.2,0.214834,15.8782
"4393","27",1,1,25,"Atlantic_cod",5183.59,0.05,3395.52,0.423042,42.2693
"4394","27",1,1,26,"Atlantic_cod",5392.26,0.05,4280,0.231011,17.1892
"4395","27",1,1,27,"Atlantic_cod",2445.83,0.05,1888.06,0.258833,19.1242
"4396","27",1,1,28,"Atlantic_cod",1898.69,0.05,1755.89,0.0781842,6.69468
"4397","27",1,1,29,"Atlantic_cod",2382.92,0.05,2078.56,0.136652,9.43405
"4398","27",1,1,30,"Atlantic_cod",3788.86,0.05,3674.93,0.0305303,6.34944
"4399","27",1,1,31,"Atlantic_cod",4704.22,0.05,4370.37,0.0736123,7.46318
"4400","27",1,1,32,"Atlantic_cod",3660.53,0.05,3495.32,0.0461811,6.55511
"4401","27",1,1,33,"Atlantic_cod",2128.76,0.05,1939.53,0.0930941,7.3198
"4402","27",1,1,34,"Atlantic_cod",1830.9,0.05,1446.97,0.235335,16.5123
"4403","27",1,1,35,"Atlantic_cod",1247.27,0.05,1076.91,0.146858,9.36536
"4404","27",1,1,36,"Atlantic_cod",692.299,0.05,697.276,-0.00716338,4.47349
"4405","27",1,1,37,"Atlantic_cod",1066.39,0.05,1118.12,-0.0473624,5.34388
"4406","27",1,1,38,"Atlantic_cod",1011.6,0.05,1000.91,0.0106252,4.86508
"4407","27",1,1,39,"Atlantic_cod",910.031,0.05,924.877,-0.0161816,4.78905
"4408","27",1,1,40,"Atlantic_cod",640.847,0.05,645.21,-0.00678648,4.39521
"4409","27",1,1,41,"Atlantic_cod",591.081,0.05,471.54,0.225949,14.5157
"4410","27",1,1,42,"Atlantic_cod",370.894,0.05,353.919,0.0468476,4.27806
"4411","27",1,1,1,"Spiny_dogfish",5881.29,0.05,6374.82,-0.0805805,7.90138
"4412","27",1,1,2,"Spiny_dogfish",4587.77,0.05,4725.33,-0.0295444,6.52893
"4413","27",1,1,3,"Spiny_dogfish",6821.8,0.05,7066.32,-0.0352165,6.99912
"4414","27",1,1,4,"Spiny_dogfish",6655.8,0.05,6712.33,-0.00845809,6.74076
"4415","27",1,1,5,"Spiny_dogfish",8136.56,0.05,8388.91,-0.0305435,7.11391
"4416","27",1,1,6,"Spiny_dogfish",8121.23,0.05,8039.78,0.010081,6.94577
"4417","27",1,1,7,"Spiny_dogfish",6061.69,0.05,5755.84,0.0517744,7.16907
"4418","27",1,1,8,"Spiny_dogfish",5758.83,0.05,4444.15,0.259146,20.013
"4419","27",1,1,9,"Spiny_dogfish",6369.71,0.05,6191.3,0.0284077,6.84392
"4420","27",1,1,10,"Spiny_dogfish",6848.76,0.05,6849.43,-9.69612e-05,6.75503
"4421","27",1,1,11,"Spiny_dogfish",7932.18,0.05,7146.67,0.104282,9.07685
"4422","27",1,1,12,"Spiny_dogfish",10224.5,0.05,9080.86,0.118614,9.96962
"4423","27",1,1,13,"Spiny_dogfish",12244.4,0.05,8753.64,0.335599,29.8613
"4424","27",1,1,14,"Spiny_dogfish",13697,0.05,10555.5,0.260531,21.0234
"4425","27",1,1,15,"Spiny_dogfish",7699.83,0.05,4969.91,0.437796,45.2053
"4426","27",1,1,16,"Spiny_dogfish",5665.99,0.05,4008.02,0.346185,30.5343
"4427","27",1,1,17,"Spiny_dogfish",14390.5,0.05,12328.7,0.15464,12.2802
"4428","27",1,1,18,"Spiny_dogfish",5141.13,0.05,3389.83,0.416493,41.1616
"4429","27",1,1,19,"Spiny_dogfish",5947.53,0.05,3516.53,0.525502,61.8444
"4430","27",1,1,20,"Spiny_dogfish",10489.8,0.05,7994.62,0.271634,21.9384
"4431","27",1,1,21,"Spiny_dogfish",4854.3,0.05,3873.19,0.225788,16.6069
"4432","27",1,1,22,"Spiny_dogfish",4801.9,0.05,4167.45,0.141709,10.4163
"4433","27",1,1,23,"Spiny_dogfish",7720.73,0.05,6242.18,0.21258,15.9129
"4434","27",1,1,24,"Spiny_dogfish",7524.63,0.05,5736.76,0.271288,21.5686
"4435","27",1,1,25,"Spiny_dogfish",6109.83,0.05,4178.63,0.379915,35.5079
"4436","27",1,1,26,"Spiny_dogfish",4996.67,0.05,4228.45,0.166936,12.0133
"4437","27",1,1,27,"Spiny_dogfish",3380.94,0.05,2706.94,0.222335,15.9357
"4438","27",1,1,28,"Spiny_dogfish",1891.6,0.05,1680.96,0.118055,8.25578
"4439","27",1,1,29,"Spiny_dogfish",5371.73,0.05,4915.55,0.0887471,8.08732
"4440","27",1,1,30,"Spiny_dogfish",3400.1,0.05,3234.75,0.0498528,6.55183
"4441","27",1,1,31,"Spiny_dogfish",2118.83,0.05,2004.39,0.0555248,6.19843
"4442","27",1,1,32,"Spiny_dogfish",3902.06,0.05,3694.56,0.0546442,6.78967
"4443","27",1,1,33,"Spiny_dogfish",2854.61,0.05,2533.93,0.119165,8.71993
"4444","27",1,1,34,"Spiny_dogfish",3449.89,0.05,3088.58,0.110629,8.51706
"4445","27",1,1,35,"Spiny_dogfish",3892.76,0.05,3439.07,0.123917,9.26115
"4446","27",1,1,36,"Spiny_dogfish",2997.23,0.05,2627.09,0.131812,9.40353
"4447","27",1,1,37,"Spiny_dogfish",5098.2,0.05,4598.01,0.103264,8.59253
"4448","27",1,1,38,"Spiny_dogfish",4632.25,0.05,4460,0.0378932,6.65118
"4449","27",1,1,39,"Spiny_dogfish",5589.49,0.05,4837.95,0.144397,10.7219
"4450","27",1,1,40,"Spiny_dogfish",4111.65,0.05,3079.7,0.288994,22.9482
"4451","27",1,1,41,"Spiny_dogfish",3325.13,0.05,3071.28,0.0794162,7.29386
"4452","27",1,1,42,"Spiny_dogfish",2254.9,0.05,1960.22,0.140047,9.56669
"4453","27",2,1,1,"Atlantic_herring",1457.07,0.05,1481.36,-0.0165327,5.26205
"4454","27",2,1,2,"Atlantic_herring",763.503,0.05,756.804,0.00881197,4.57665
"4455","27",2,1,3,"Atlantic_herring",1364.72,0.05,1378.29,-0.00989448,5.16149
"4456","27",2,1,4,"Atlantic_herring",866.239,0.05,847.488,0.0218837,4.78315
"4457","27",2,1,5,"Atlantic_herring",1251.06,0.05,1244.33,0.00538778,5.06075
"4458","27",2,1,6,"Atlantic_herring",1138.69,0.05,1107.53,0.027745,5.1148
"4459","27",2,1,7,"Atlantic_herring",738.061,0.05,748.04,-0.0134297,4.5633
"4460","27",2,1,8,"Atlantic_herring",929.442,0.05,862.463,0.0747916,5.87655
"4461","27",2,1,9,"Atlantic_herring",891.558,0.05,874.684,0.019108,4.7892
"4462","27",2,1,10,"Atlantic_herring",838.844,0.05,806.693,0.0390813,4.9607
"4463","27",2,1,11,"Atlantic_herring",1068.28,0.05,1057.28,0.0103437,4.91841
"4464","27",2,1,12,"Atlantic_herring",994.35,0.05,1022.07,-0.0274953,4.97649
"4465","27",2,1,13,"Atlantic_herring",3250.68,0.05,3410.7,-0.0480518,6.47162
"4466","27",2,1,14,"Atlantic_herring",1598.49,0.05,1492.28,0.0687526,6.2454
"4467","27",2,1,15,"Atlantic_herring",1106.88,0.05,1235.62,-0.110032,7.35389
"4468","27",2,1,16,"Atlantic_herring",2312.31,0.05,1991.14,0.149538,10.1415
"4469","27",2,1,17,"Atlantic_herring",2051.01,0.05,2161.94,-0.0526728,6.10418
"4470","27",2,1,18,"Atlantic_herring",32.2794,0.05,31.3489,0.0292513,1.56876
"4471","27",2,1,19,"Atlantic_herring",3175.94,0.05,2748.17,0.144668,10.1724
"4472","27",2,1,20,"Atlantic_herring",5379.07,0.05,4967.61,0.0795757,7.77993
"4473","27",2,1,21,"Atlantic_herring",11775.9,0.05,9191,0.247828,19.5808
"4474","27",2,1,22,"Atlantic_herring",13410.4,0.05,12504.5,0.0699404,8.40532
"4475","27",2,1,23,"Atlantic_herring",9276.47,0.05,7842.36,0.167941,12.6993
"4476","27",2,1,24,"Atlantic_herring",17737.9,0.05,10935.2,0.483713,54.5022
"4477","27",2,1,25,"Atlantic_herring",8389.19,0.05,5420.51,0.436755,45.1089
"4478","27",2,1,26,"Atlantic_herring",11526.8,0.05,9898.95,0.152245,11.9114
"4479","27",2,1,27,"Atlantic_herring",10244.8,0.05,6731.83,0.41992,42.4243
"4480","27",2,1,28,"Atlantic_herring",8668.63,0.05,8101.56,0.0676543,7.90609
"4481","27",2,1,29,"Atlantic_herring",9370.95,0.05,7647.05,0.203295,15.3344
"4482","27",2,1,30,"Atlantic_herring",7562.75,0.05,6187.42,0.200717,14.9116
"4483","27",2,1,31,"Atlantic_herring",7773.8,0.05,7033.33,0.100099,8.88568
"4484","27",2,1,32,"Atlantic_herring",16598.9,0.05,16979.9,-0.0226944,7.74331
"4485","27",2,1,33,"Atlantic_herring",9067.08,0.05,6830.49,0.283254,23.0822
"4486","27",2,1,34,"Atlantic_herring",16902,0.05,13573.5,0.219315,17.2782
"4487","27",2,1,35,"Atlantic_herring",17426,0.05,13184.3,0.278939,23.2503
"4488","27",2,1,36,"Atlantic_herring",17986.7,0.05,14423.3,0.220787,17.47
"4489","27",2,1,37,"Atlantic_herring",17959,0.05,15968,0.117505,10.4805
"4490","27",2,1,38,"Atlantic_herring",16928.4,0.05,14307.3,0.168222,13.3197
"4491","27",2,1,39,"Atlantic_herring",9350.64,0.05,8528.82,0.0919932,8.75896
"4492","27",2,1,40,"Atlantic_herring",6439.69,0.05,5028.82,0.247295,18.9245
"4493","27",2,1,41,"Atlantic_herring",5084.46,0.05,4900.56,0.0368398,6.72858
"4494","27",2,1,42,"Atlantic_herring",1328.22,0.05,1491.92,-0.116222,7.8163
"4495","27",2,1,1,"Atlantic_mackerel",449.229,0.05,443.869,0.0120036,4.05956
"4496","27",2,1,2,"Atlantic_mackerel",272.592,0.05,274.939,-0.00857539,3.54589
"4497","27",2,1,3,"Atlantic_mackerel",350.429,0.05,345.621,0.0138164,3.82054
"4498","27",2,1,4,"Atlantic_mackerel",399.273,0.05,407.181,-0.0196116,3.98978
"4499","27",2,1,5,"Atlantic_mackerel",2806.03,0.05,2795.25,0.00384927,5.8657
"4500","27",2,1,6,"Atlantic_mackerel",3527.27,0.05,3614.86,-0.0245289,6.21182
"4501","27",2,1,7,"Atlantic_mackerel",2579.84,0.05,2538.93,0.0159861,5.8298
"4502","27",2,1,8,"Atlantic_mackerel",2323.04,0.05,2218.89,0.0458707,6.09466
"4503","27",2,1,9,"Atlantic_mackerel",3127.66,0.05,3086.33,0.0133029,6.00664
"4504","27",2,1,10,"Atlantic_mackerel",2370.22,0.05,2467.19,-0.0400956,6.01548
"4505","27",2,1,11,"Atlantic_mackerel",3091.76,0.05,3132.11,-0.0129664,5.99333
"4506","27",2,1,12,"Atlantic_mackerel",569.472,0.05,544.188,0.0454134,4.68039
"4507","27",2,1,13,"Atlantic_mackerel",2437.46,0.05,2132.05,0.13387,9.30617
"4508","27",2,1,14,"Atlantic_mackerel",1367.88,0.05,1354.96,0.00948977,5.16224
"4509","27",2,1,15,"Atlantic_mackerel",966.497,0.05,827.12,0.155729,9.64717
"4510","27",2,1,16,"Atlantic_mackerel",1025.78,0.05,1063.4,-0.0360239,5.11596
"4511","27",2,1,17,"Atlantic_mackerel",13421.2,0.05,9959.26,0.298336,25.2287
"4512","27",2,1,18,"Atlantic_mackerel",988.718,0.05,983.936,0.00484854,4.82432
"4513","27",2,1,19,"Atlantic_mackerel",877.014,0.05,843.792,0.0386172,4.99799
"4514","27",2,1,20,"Atlantic_mackerel",724.705,0.05,667.716,0.081902,5.85056
"4515","27",2,1,21,"Atlantic_mackerel",513.765,0.05,576.95,-0.115989,6.85564
"4516","27",2,1,22,"Atlantic_mackerel",2041.57,0.05,1847.56,0.0998529,7.5388
"4517","27",2,1,23,"Atlantic_mackerel",910.726,0.05,821.114,0.10358,6.88323
"4518","27",2,1,24,"Atlantic_mackerel",292.784,0.05,382.784,-0.268038,17.9715
"4519","27",2,1,25,"Atlantic_mackerel",996.256,0.05,1044.83,-0.0476009,5.28038
"4520","27",2,1,26,"Atlantic_mackerel",2011.97,0.05,2020.96,-0.00445872,5.53405
"4521","27",2,1,27,"Atlantic_mackerel",2217.02,0.05,2085.28,0.0612606,6.3777
"4522","27",2,1,28,"Atlantic_mackerel",657.977,0.05,654.942,0.00462335,4.41665
"4523","27",2,1,29,"Atlantic_mackerel",1601.38,0.05,1650.07,-0.0299489,5.48122
"4524","27",2,1,30,"Atlantic_mackerel",2052.86,0.05,2049.7,0.00153915,5.55067
"4525","27",2,1,31,"Atlantic_mackerel",1563.97,0.05,1528.33,0.0230556,5.3845
"4526","27",2,1,32,"Atlantic_mackerel",652.136,0.05,610.756,0.0655551,5.26295
"4527","27",2,1,33,"Atlantic_mackerel",173.402,0.05,190.24,-0.0926743,4.79652
"4528","27",2,1,34,"Atlantic_mackerel",132.298,0.05,134.773,-0.018531,2.87694
"4529","27",2,1,35,"Atlantic_mackerel",138.372,0.05,145.715,-0.05171,3.38793
"4530","27",2,1,36,"Atlantic_mackerel",2117.28,0.05,2123.96,-0.00315372,5.58308
"4531","27",2,1,37,"Atlantic_mackerel",2184.89,0.05,2055.8,0.0608985,6.35425
"4532","27",2,1,38,"Atlantic_mackerel",1061.46,0.05,1173.93,-0.100715,6.91929
"4533","27",2,1,39,"Atlantic_mackerel",1055.42,0.05,1078.34,-0.0214852,4.97722
"4534","27",2,1,40,"Atlantic_mackerel",1475.85,0.05,1486.9,-0.00745874,5.23132
"4535","27",2,1,41,"Atlantic_mackerel",17791.6,0.05,15626.6,0.129749,11.0766
"4536","27",2,1,42,"Atlantic_mackerel",18836.3,0.05,16679.2,0.121623,10.7252
"4537","28",1,1,1,"Atlantic_cod",17791.5,0.05,16332,0.0855909,9.17484
"4538","28",1,1,2,"Atlantic_cod",18836.4,0.05,17093.7,0.097078,9.65158
"4539","28",1,1,3,"Atlantic_cod",22062,0.05,20688.1,0.0643013,8.75175
"4540","28",1,1,4,"Atlantic_cod",19562.8,0.05,18519.8,0.0547919,8.40502
"4541","28",1,1,5,"Atlantic_cod",29134.1,0.05,28079.7,0.0368645,8.47467
"4542","28",1,1,6,"Atlantic_cod",21516,0.05,20267.4,0.0597831,8.61456
"4543","28",1,1,7,"Atlantic_cod",15013.1,0.05,14369.2,0.0438298,7.92409
"4544","28",1,1,8,"Atlantic_cod",16960.2,0.05,13659.3,0.216449,17.0319
"4545","28",1,1,9,"Atlantic_cod",15004.9,0.05,13662.1,0.0937566,9.2974
"4546","28",1,1,10,"Atlantic_cod",18171.6,0.05,17191.6,0.0554398,8.34554
"4547","28",1,1,11,"Atlantic_cod",19922.5,0.05,16144.2,0.210289,16.6671
"4548","28",1,1,12,"Atlantic_cod",16950,0.05,15177.8,0.110431,10.1002
"4549","28",1,1,13,"Atlantic_cod",19148.1,0.05,14478.8,0.279515,23.4089
"4550","28",1,1,14,"Atlantic_cod",16185,0.05,11701.9,0.324331,28.6532
"4551","28",1,1,15,"Atlantic_cod",12772.7,0.05,8518.52,0.405071,40.1948
"4552","28",1,1,16,"Atlantic_cod",7632.12,0.05,3819.33,0.69229,102.716
"4553","28",1,1,17,"Atlantic_cod",6914.23,0.05,6016.33,0.139105,10.6346
"4554","28",1,1,18,"Atlantic_cod",5139.01,0.05,4603.96,0.109944,8.88534
"4555","28",1,1,19,"Atlantic_cod",4214.56,0.05,2664,0.458717,48.3538
"4556","28",1,1,20,"Atlantic_cod",5046.46,0.05,4136.16,0.198918,14.3633
"4557","28",1,1,21,"Atlantic_cod",4646.5,0.05,3904.8,0.173908,12.4158
"4558","28",1,1,22,"Atlantic_cod",4982.23,0.05,4024.67,0.213435,15.5477
"4559","28",1,1,23,"Atlantic_cod",4803,0.05,3609.64,0.285632,22.7173
"4560","28",1,1,24,"Atlantic_cod",6150.26,0.05,5035.17,0.200046,14.6511
"4561","28",1,1,25,"Atlantic_cod",5183.6,0.05,3380.21,0.427563,43.0385
"4562","28",1,1,26,"Atlantic_cod",5392.27,0.05,4264.51,0.234638,17.5269
"4563","28",1,1,27,"Atlantic_cod",2445.83,0.05,1889.27,0.258195,19.0583
"4564","28",1,1,28,"Atlantic_cod",1898.71,0.05,1718.16,0.0999199,7.46893
"4565","28",1,1,29,"Atlantic_cod",2382.75,0.05,2093.42,0.129457,9.05104
"4566","28",1,1,30,"Atlantic_cod",3788.94,0.05,3645.23,0.0386677,6.46209
"4567","28",1,1,31,"Atlantic_cod",4704.21,0.05,4340.14,0.0805514,7.67713
"4568","28",1,1,32,"Atlantic_cod",3660.5,0.05,3445.48,0.0605347,6.86145
"4569","28",1,1,33,"Atlantic_cod",2128.79,0.05,1967.3,0.078892,6.8313
"4570","28",1,1,34,"Atlantic_cod",1830.98,0.05,1474.15,0.21677,14.8336
"4571","28",1,1,35,"Atlantic_cod",1247.27,0.05,1083.97,0.140322,8.98998
"4572","28",1,1,36,"Atlantic_cod",692.372,0.05,684.286,0.0117476,4.49093
"4573","28",1,1,37,"Atlantic_cod",1066.43,0.05,1077.94,-0.0107339,4.91832
"4574","28",1,1,38,"Atlantic_cod",1011.52,0.05,1006.68,0.00480483,4.84704
"4575","28",1,1,39,"Atlantic_cod",910.04,0.05,940.426,-0.0328441,4.95244
"4576","28",1,1,40,"Atlantic_cod",640.932,0.05,658.426,-0.0269289,4.53116
"4577","28",1,1,41,"Atlantic_cod",591.125,0.05,461.974,0.24652,16.4597
"4578","28",1,1,42,"Atlantic_cod",370.986,0.05,356.294,0.0404077,4.16593
"4579","28",1,1,1,"Spiny_dogfish",5881.21,0.05,6322.78,-0.0723975,7.651
"4580","28",1,1,2,"Spiny_dogfish",4587.69,0.05,4793.79,-0.0439442,6.74056
"4581","28",1,1,3,"Spiny_dogfish",6821.8,0.05,6973.72,-0.0220251,6.84811
"4582","28",1,1,4,"Spiny_dogfish",6655.85,0.05,6941.47,-0.0420165,7.07954
"4583","28",1,1,5,"Spiny_dogfish",8136.53,0.05,8250.17,-0.01387,6.9658
"4584","28",1,1,6,"Spiny_dogfish",8121.31,0.05,8009.17,0.0139034,6.96411
"4585","28",1,1,7,"Spiny_dogfish",6061.72,0.05,5771.31,0.0490956,7.11503
"4586","28",1,1,8,"Spiny_dogfish",5758.87,0.05,4417.96,0.265064,20.6335
"4587","28",1,1,9,"Spiny_dogfish",6369.65,0.05,6280.05,0.014167,6.72265
"4588","28",1,1,10,"Spiny_dogfish",6848.77,0.05,6756.38,0.0135816,6.79192
"4589","28",1,1,11,"Spiny_dogfish",7932.19,0.05,7192.7,0.0978634,8.81734
"4590","28",1,1,12,"Spiny_dogfish",10224.4,0.05,8890.65,0.139776,11.0632
"4591","28",1,1,13,"Spiny_dogfish",12244.4,0.05,8876.16,0.3217,28.0342
"4592","28",1,1,14,"Spiny_dogfish",13697,0.05,10558.4,0.26025,20.9942
"4593","28",1,1,15,"Spiny_dogfish",7699.72,0.05,4902.68,0.451401,47.6247
"4594","28",1,1,16,"Spiny_dogfish",5666.07,0.05,4128.47,0.316588,26.6111
"4595","28",1,1,17,"Spiny_dogfish",14390.6,0.05,12383.2,0.150239,12.0119
"4596","28",1,1,18,"Spiny_dogfish",5141.15,0.05,3382.25,0.418736,41.5362
"4597","28",1,1,19,"Spiny_dogfish",5947.41,0.05,3505.62,0.528589,62.4953
"4598","28",1,1,20,"Spiny_dogfish",10489.9,0.05,8147.69,0.252676,19.9504
"4599","28",1,1,21,"Spiny_dogfish",4854.3,0.05,3825.52,0.238171,17.7559
"4600","28",1,1,22,"Spiny_dogfish",4802.05,0.05,4170.98,0.140892,10.3701
"4601","28",1,1,23,"Spiny_dogfish",7720.71,0.05,6184.32,0.22189,16.7219
"4602","28",1,1,24,"Spiny_dogfish",7524.5,0.05,5605.14,0.294479,24.1927
"4603","28",1,1,25,"Spiny_dogfish",6109.86,0.05,4243.99,0.364401,33.1984
"4604","28",1,1,26,"Spiny_dogfish",4996.73,0.05,4237.97,0.164699,11.8649
"4605","28",1,1,27,"Spiny_dogfish",3380.97,0.05,2674.18,0.23452,17.0491
"4606","28",1,1,28,"Spiny_dogfish",1891.63,0.05,1722.78,0.0934975,7.21675
"4607","28",1,1,29,"Spiny_dogfish",5371.77,0.05,4889.27,0.0941147,8.28364
"4608","28",1,1,30,"Spiny_dogfish",3400.23,0.05,3243.3,0.0472516,6.50135
"4609","28",1,1,31,"Spiny_dogfish",2118.87,0.05,2011.35,0.0520777,6.12426
"4610","28",1,1,32,"Spiny_dogfish",3902.03,0.05,3772.11,0.033863,6.4218
"4611","28",1,1,33,"Spiny_dogfish",2854.54,0.05,2521.5,0.12406,8.95803
"4612","28",1,1,34,"Spiny_dogfish",3450.06,0.05,3064.22,0.118601,8.88258
"4613","28",1,1,35,"Spiny_dogfish",3892.73,0.05,3401.01,0.135039,9.83717
"4614","28",1,1,36,"Spiny_dogfish",2997.17,0.05,2676.48,0.113165,8.48989
"4615","28",1,1,37,"Spiny_dogfish",5098.25,0.05,4722.11,0.0766421,7.63466
"4616","28",1,1,38,"Spiny_dogfish",4632.19,0.05,4418.69,0.0471869,6.80931
"4617","28",1,1,39,"Spiny_dogfish",5589.52,0.05,4775.31,0.157434,11.509
"4618","28",1,1,40,"Spiny_dogfish",4111.69,0.05,3011.99,0.311234,25.6181
"4619","28",1,1,41,"Spiny_dogfish",3325.08,0.05,3129.56,0.060599,6.7669
"4620","28",1,1,42,"Spiny_dogfish",2254.76,0.05,1929.83,0.155615,10.4872
"4621","28",2,1,1,"Atlantic_herring",1457.05,0.05,1495.97,-0.0263564,5.34631
"4622","28",2,1,2,"Atlantic_herring",763.405,0.05,744.565,0.0249883,4.68588
"4623","28",2,1,3,"Atlantic_herring",1364.73,0.05,1374.28,-0.00697559,5.15165
"4624","28",2,1,4,"Atlantic_herring",866.235,0.05,837.997,0.0331428,4.90705
"4625","28",2,1,5,"Atlantic_herring",1251.02,0.05,1248.82,0.00175764,5.05554
"4626","28",2,1,6,"Atlantic_herring",1138.71,0.05,1124.4,0.0126434,4.99283
"4627","28",2,1,7,"Atlantic_herring",737.98,0.05,744.454,-0.00873519,4.54238
"4628","28",2,1,8,"Atlantic_herring",929.479,0.05,855.471,0.0829718,6.1347
"4629","28",2,1,9,"Atlantic_herring",891.666,0.05,872.889,0.0212829,4.80689
"4630","28",2,1,10,"Atlantic_herring",838.736,0.05,824.028,0.0176917,4.7177
"4631","28",2,1,11,"Atlantic_herring",1068.28,0.05,1044.15,0.0228496,5.00144
"4632","28",2,1,12,"Atlantic_herring",994.445,0.05,1044.95,-0.0495355,5.31614
"4633","28",2,1,13,"Atlantic_herring",3250.8,0.05,3436.82,-0.0556457,6.62915
"4634","28",2,1,14,"Atlantic_herring",1598.48,0.05,1481.81,0.0757884,6.44879
"4635","28",2,1,15,"Atlantic_herring",1106.87,0.05,1230.82,-0.106138,7.18557
"4636","28",2,1,16,"Atlantic_herring",2312.22,0.05,1942.45,0.174258,11.7423
"4637","28",2,1,17,"Atlantic_herring",2050.98,0.05,2111.51,-0.0290868,5.71849
"4638","28",2,1,18,"Atlantic_herring",32.3678,0.05,31.4075,0.030118,1.58179
"4639","28",2,1,19,"Atlantic_herring",3175.94,0.05,2786.86,0.130688,9.40243
"4640","28",2,1,20,"Atlantic_herring",5379.12,0.05,5058.17,0.0615202,7.27043
"4641","28",2,1,21,"Atlantic_herring",11775.9,0.05,8872.65,0.283084,23.3243
"4642","28",2,1,22,"Atlantic_herring",13410.2,0.05,12656.2,0.0578749,8.09688
"4643","28",2,1,23,"Atlantic_herring",9276.44,0.05,7338.82,0.234299,18.0377
"4644","28",2,1,24,"Atlantic_herring",17737.8,0.05,11523.9,0.43128,44.9072
"4645","28",2,1,25,"Atlantic_herring",8389.3,0.05,5228.9,0.472756,51.6575
"4646","28",2,1,26,"Atlantic_herring",11526.9,0.05,9664.15,0.176264,13.4895
"4647","28",2,1,27,"Atlantic_herring",10244.7,0.05,6530.88,0.450219,47.6971
"4648","28",2,1,28,"Atlantic_herring",8668.66,0.05,8206.24,0.0548197,7.59172
"4649","28",2,1,29,"Atlantic_herring",9371.04,0.05,7808.38,0.182426,13.7245
"4650","28",2,1,30,"Atlantic_herring",7562.76,0.05,6229.67,0.193913,14.3746
"4651","28",2,1,31,"Atlantic_herring",7773.86,0.05,7099.94,0.0906805,8.52632
"4652","28",2,1,32,"Atlantic_herring",16598.9,0.05,17080.7,-0.0286129,7.80404
"4653","28",2,1,33,"Atlantic_herring",9067.18,0.05,6828.42,0.283567,23.1177
"4654","28",2,1,34,"Atlantic_herring",16902,0.05,13493.4,0.225231,17.8042
"4655","28",2,1,35,"Atlantic_herring",17426.1,0.05,12966.3,0.295616,25.1666
"4656","28",2,1,36,"Atlantic_herring",17986.7,0.05,14513.6,0.214549,16.9268
"4657","28",2,1,37,"Atlantic_herring",17958.9,0.05,15531.7,0.145203,11.9358
"4658","28",2,1,38,"Atlantic_herring",16928.3,0.05,14411.6,0.160955,12.8413
"4659","28",2,1,39,"Atlantic_herring",9350.72,0.05,8791.77,0.0616372,7.82624
"4660","28",2,1,40,"Atlantic_herring",6439.67,0.05,4761.23,0.30197,24.9306
"4661","28",2,1,41,"Atlantic_herring",5084.47,0.05,4906.3,0.0356709,6.71163
"4662","28",2,1,42,"Atlantic_herring",1328.2,0.05,1454.89,-0.091103,6.77474
"4663","28",2,1,1,"Atlantic_mackerel",449.192,0.05,436.607,0.0284185,4.19218
"4664","28",2,1,2,"Atlantic_mackerel",272.641,0.05,278.996,-0.0230415,3.63755
"4665","28",2,1,3,"Atlantic_mackerel",350.435,0.05,346.302,0.0118635,3.81053
"4666","28",2,1,4,"Atlantic_mackerel",399.232,0.05,412.396,-0.0324418,4.12324
"4667","28",2,1,5,"Atlantic_mackerel",2806.03,0.05,2788.39,0.00630633,5.87069
"4668","28",2,1,6,"Atlantic_mackerel",3527.4,0.05,3535.85,-0.0023923,6.09267
"4669","28",2,1,7,"Atlantic_mackerel",2579.93,0.05,2534.54,0.0177508,5.84174
"4670","28",2,1,8,"Atlantic_mackerel",2323.09,0.05,2262.85,0.026275,5.81194
"4671","28",2,1,9,"Atlantic_mackerel",3127.74,0.05,3127.21,0.00016917,5.97128
"4672","28",2,1,10,"Atlantic_mackerel",2370.26,0.05,2421.13,-0.0212337,5.78413
"4673","28",2,1,11,"Atlantic_mackerel",3091.71,0.05,3187.02,-0.0303599,6.14403
"4674","28",2,1,12,"Atlantic_mackerel",569.59,0.05,530.966,0.070219,5.25426
